时间,点1温度,点2温度,点3温度,点4温度,点5温度,点6温度,点7温度,点8温度
2019/3/12 12:37:55,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:37:59,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:01,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:03,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:05,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:07,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:09,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:11,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:13,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:15,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:17,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:19,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:25,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:29,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:31,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:35,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:37,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:39,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:41,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:43,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:47,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:49,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:38:57,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:39:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:40:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:41:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:42:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:43:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:44:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:45:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:46:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:47:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:48:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:49:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:28,12.5,13.5,15.0,18,20,21,25,60,85
